,Pid,Name,ShortDescription,Description,CategoryId,Category,ImageURL,Dudedeals Category (Dudedeals Classification),Price,PriceCurrency,SalePrice,FinalPrice,IsInStock,Keywords,Brand,Manufacturer,MPN,UPCorEAN,SKU,Color,Gender,Size,Condition,DeepLinkURL,LinkUrl
13615,185857.156052.20C5.BF1FE98F914EE374.4452149,"adidas Men's Allover Print Golf Polo Shirt, Polyester/Elastane in Crew Navy/White/Hemp, Size 2XL",,"html-body [data-pb-style=VQATI74]{justify-content:flex-start;display:flex;flex-direction:column;background-position:left top;background-size:cover;background-repeat:no-repeat;background-attachment:scroll}The adidas Allover Print Golf Polo Shirt is crafted with recycled materials which one of the ways adidas' is trying to help reduce waste. An all-over dot pattern gives this shirt the perfect amount of style while stretchy, moisture-wicking fabric provides all the performance need to play 18 comfortably. adidas Allover Print Golf Polo Shirt Features: Moisture-wicking Added stretch for full range of motion Allover dot print Lightweight and breathable Extremely comfortable Regular fit Made with recycled contents 88% Recycled Polyester  12% Elastane Single Jersey Style Number: TM1980F22CF Authorized adidas Retailer Buy adidas Golf Polos | adidas Men's Allover Print Golf Polo Shirt, Polyester/Elastane in Crew Navy/White/Hemp, Size 2XL",212,Apparel & Accessories > Clothing > Shirts & Tops,https://www.carlsgolfland.com/media/catalog/product/a/d/adidas_allover_print_golf_polo_shirt_tm1980f22cf_hk6859_navy_white_hemp_hero.jpg,Sports;Sports/Golf;Sports/Golf/Golf Clothing;,59.99,USD,49.99,49.99,TRUE,,adidas,adidas,4452149,,4452149,Crew Navy/White/Hemp,,2XL,New,https://www.carlsgolfland.com/adidas-allover-print-golf-polo-shirt?product=189720,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.185857.156052.20C5.BF1FE98F914EE374.4452149
71575,163572.156074.BE8E64811E10C72A.A5AC1BD729EC1B3D.6996296,PackTowl Personal Towel,,"The PackTowl Personal Towel is a quick-dry towel for camping, travel and more. Packs small so you can take it anywhere, without loading down your pack or luggage. Not only does it absorb 4 times more than its weight in water, but you can squeeze out the excess and dry some more. When you're done drying off, hang it by the attached hang loop and it'll be ready to go again in a little bit. Features of the PackTowl Personal Towel Dries nearly 70% faster than comparable cotton towels Beach: 59 x 36 in. Body: 54 x 25 in. Face: 14 x 10 in. Hand: 36 x 16.5 in.",3937,Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Tools,https://s7ondemand1.scene7.com/is/image/MoosejawMB/10334699x1252898_zm?$product1000$,"Camping, Backpacking & Hiking;Camping, Backpacking & Hiking/Camping Accessories;",28.95,,19.99,19.99,TRUE,,,PackTowl,11566,40818115664,6996296,Ripple Print,unisex,Body,New,https://www.moosejaw.com/product/packtowl-personal-towel_10334699,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.163572.156074.BE8E64811E10C72A.A5AC1BD729EC1B3D.6996296
44293,163572.156074.BE8E64811E10C72A.70746B7D0FC79A82.2008348,Carhartt Men's Washed Duck Work Dungaree Flannel Lined Pant - 38x36 - Carhartt Brown,,"The Carhartt Men's Washed Duck Work DungAree Flannel Lined Pant is a durable pant for cold weather work. Stay warm on the job and the hours will fly by. The cotton duck exterior is tough and durable with plenty of pockets for tools, phone and more. They look like regular work pants, so nobody has to know they feature a soft cotton flannel lining. Smart move, tough guy. Features of the Carhartt Men's Washed Duck Work DungAree Flannel Lined Pant Sits at the waist Full seat and tHigh Multiple tool and utility pockets Left-leg hammer loop Stronger sewn-on-seam belt loops Heavy hauling reinforced back pockets Straight leg opening",5683,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Kimonos > Casual Kimonos,https://s7ondemand1.scene7.com/is/image/MoosejawMB/10247189x1081539_zm?$product1000$,Clothing;Clothing/Pants & Bottoms;Clothing/Pants & Bottoms/Casual Pants;,59.99,,35.98,35.98,TRUE,,,Carhartt,B111-BRN,35481118852,2008348,Carhartt Brown,male,38x36,New,https://www.moosejaw.com/product/carhartt-men-s-washed-duck-work-dungaree-flannel-lined-pant_10247189,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.163572.156074.BE8E64811E10C72A.70746B7D0FC79A82.2008348
19073,185820.156074.2CC37263ACDC24EF.3E99367F510C323B.133074679,"adidas Men's Galaxy 6 Running Shoes Black/Bright Yellow, 11.5 - Men's Active at Academy Sports",,"The adidas Men's Galaxy 6 Running Shoes feature Ortholite anti-odor sockliners and CLOUDFOAM cushioning. adidas Men's Galaxy 6 Running Shoes Black/Bright Yellow, 11.5 - Men's Active at Academy Sports",5385,Apparel & Accessories > Shoe Accessories > Shoe Covers,https://academy.scene7.com/is/image/academy/20926247?wid=800&hei=800,Footwear;Footwear/Running Shoes;,64.99,,49.99,49.99,TRUE,,,Adidas,GW4141,195740852238,133074679,Black/Bright Yellow,,,New,https://www.academy.com/p/adidas-mens-galaxy-6-running-shoes?sku=black-bright-yellow-11-5-d,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.185820.156074.2CC37263ACDC24EF.3E99367F510C323B.133074679
1868,168622.1.9610.DB8E491583CA7DF3.EVR-0033-2,Evergreen LB Buzzbait - 3/8oz - Clearwater Shad,"Expertly constructed with only the finest components, the Evergreen LB Buzzbaits are built to provoke truly spectacular topwater strikes over and over again. Known overseas as the ""Loudbuzz"", the LB Buzzbaits utilize a custom offset aluminum prop to create a topwater commotion that entices fish from afar and triggers explosive bites. The blade is affixed to a stainless steel shaft with an aluminum rivet for maximum durability. While the blade churns on the surface, the hand tied silicone skirt c","Expertly constructed with only the finest components, the Evergreen LB Buzzbaits are built to provoke truly spectacular topwater strikes over and over again. Known overseas as the ""Loudbuzz"", the LB Buzzbaits utilize a custom offset aluminum prop to create a topwater commotion that entices fish from afar and triggers explosive bites. The blade is affixed to a stainless steel shaft with an aluminum rivet for maximum durability. While the blade churns on the surface, the hand tied silicone skirt comes to live just below with a natural swimming motion. Featuring a heavy duty Japanese hook and durable stainless steel wire construction, the LB Buzzbait is well equipped to haul large bass out of thick cover on heavy braided lines.",3603,Sporting Goods > Outdoor Recreation > Fishing > Fishing Tackle > Fishing Baits & Lures,https://i.tackledirect.com/images/imgfull/evergreen-lb-38-03-buzzbait.jpg,Fishing;Fishing/Lures & Baits;,16.99,USD,12.69,12.69,TRUE,,Evergreen,Evergreen,LB-38-03,43178043707,EVR-0033-2,,,,,https://www.tackledirect.com/evergreen-lb-38-03-buzzbait.html,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.168622.1.9610.DB8E491583CA7DF3.EVR-0033-2
67921,163572.156074.BE8E64811E10C72A.C12D4840B72DCD19.6789256,Picture Men's Naikoon Pant,,"Features of Picture Men's Naikoon Pant Fully taped seams Waterproof zippers Stretch waist gaiter THighs zippered vents I-Fit system Snow gaiters with laces hook Bottom hem reinforcement Expedition logo Fabric Details 44% Biosourced Polyester, 56% Polyester Dryplay 20K/20K membrane Lining: Coremax lining tricot 230grams per squAre meter Shell Bio-sourced hard shell 2 layers stretch Insulation: Coremax lining",5514,Apparel & Accessories > Clothing > Outerwear > Rain Pants,https://s7ondemand1.scene7.com/is/image/MoosejawMB/10539079x1037434_zm?$product1000$,Clothing;Clothing/Pants & Bottoms;Clothing/Pants & Bottoms/Other Pants;,229.95,,160.99,160.99,TRUE,,,Picture,MPT112,3663270536500,6789256,Dark Blue,male,Large,New,https://www.moosejaw.com/product/picture-men-s-naikoon-pant_10539079,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.163572.156074.BE8E64811E10C72A.C12D4840B72DCD19.6789256
54410,163572.156074.BE8E64811E10C72A.DCA5DFF538EF67B1.5729292,Columbia Men's Hybrid Trek Short - 40x8 - Collegiate Navy,,"The Columbia Men's Hybrid Trek Short is a lightweight short for city and trail. The combination you need to get you through the summer heat. Legs Are free to breathe from just above the knee and downwards, while the tops of your legs Are covered with a polyester/elastane blend that is built to move. Moisture wicking and stretchy, it's all about comfort whether you're off on a hike or out to dinner with your friends. Features of the Columbia Men's Hybrid Trek Short Drawcord adjustable waist Multi-functional pockets Omni-Wick&trade; Utility stretch Fabric Details: 86% Polyester / 14% Elastane",207,Apparel & Accessories > Clothing > Shorts,https://s7ondemand1.scene7.com/is/image/MoosejawMB/10468292x1068136_zm?$product1000$,Clothing;Clothing/Pants & Bottoms;Clothing/Pants & Bottoms/Shorts;,44.95,,28.99,28.99,TRUE,,,Columbia,1714031464,193553231943,5729292,Collegiate Navy,male,40x8,New,https://www.moosejaw.com/product/columbia-men-s-hybrid-trek-short_10468292,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.163572.156074.BE8E64811E10C72A.DCA5DFF538EF67B1.5729292
70103,163572.156074.BE8E64811E10C72A.3AE71A47E622614E.6980456,Pearl Izumi Men's Pro Short - XL - Cacao Scrib,,Features of the Pearl Izumi Men's Pro Short Luxurious Italian PRO Transfer fabric provides balanced compression for ultimate comfort New Levitate PRO Chamois with triple-Density design delivers unmatched comfort,207,Apparel & Accessories > Clothing > Shorts,https://s7ondemand1.scene7.com/is/image/MoosejawMB/10553900x1252499_zm?$product1000$,Clothing;Clothing/Pants & Bottoms;Clothing/Pants & Bottoms/Shorts;,184.95,,138.99,138.99,TRUE,,,Pearl Izumi,11112202H9CXL,191234822459,6980456,Cacao Scrib,male,XL,New,https://www.moosejaw.com/product/pearl-izumi-men-s-pro-short_10553900,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.163572.156074.BE8E64811E10C72A.3AE71A47E622614E.6980456
63028,163572.156074.BE8E64811E10C72A.4A4A282F44C7F0FD.6614011,Thule Tepui Ruggedized Kukenam Rooftop Tent,,"The Tepui Ruggedized Kukenam Rooftop Tent is a rugged rooftop tent for a rugged, off-road vehicle adventure. You, your beefed up truck or vehicle and a tent to sleep in when you get there. Sleep on your own or add a couple, it sleeps three total and Features two built-in screened sky panels to take in the stars before you snooze. A durable diamond plate base, plus a ladder to get you up there offers a space you can count on away from home. Features of the Tepui Ruggedized Kukenam Rooftop Tent Accommodate up to three people Diamond plate base for added protection and durability Constructed from High-quality 360g stitched fabric Includes an anti-condensation mat to keep moisture from building up under the mattress Internal frame is fully wrapped and built to withstand any environment Welded aluminum construction is sturdy and long-lasting Extra large internal pockets and gear anchor points to keep organized Two built-in screened sky panels bring in light and offers a full view of the night sky",1022,Sporting Goods > Outdoor Recreation > Camping & Hiking > Tents,https://s7ondemand1.scene7.com/is/image/MoosejawMB/10531130x1052803_zm?$product1000$,"Camping, Backpacking & Hiking;Camping, Backpacking & Hiking/Tents & Shelters;",2399.95,,1799.99,1799.99,TRUE,,,Tepui,901350,91021019669,6614011,Haze Grey,unisex,3 Person,New,https://www.moosejaw.com/product/thule-tepui-ruggedized-kukenam-rooftop-tent_10531130,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.163572.156074.BE8E64811E10C72A.4A4A282F44C7F0FD.6614011
47627,163572.156074.BE8E64811E10C72A.8DE542F7F363A6F9.4702136,Louis Garneau Men's Providence 2 Bib Tight - Large - Black,,"Features of the Louis Garneau Men's Providence 2 Bib Tight Wind-breaking, water, stain and abrasion resistant Moisture management and 4-way stretchability Brushed back and heat retention All-weather protection at front and Upper back Articulated knees Signature ankle grippers Anti-chafing seams Reflective logos and trim at front and back",204,Apparel & Accessories > Clothing > Pants,https://s7ondemand1.scene7.com/is/image/MoosejawMB/10402428x1012905_zm?$product1000$,Clothing;Clothing/Pants & Bottoms;Clothing/Pants & Bottoms/Other Pants;,159.99,,119.99,119.99,TRUE,,,Louis Garneau,1069139,775504817101,4702136,Black,male,Large,New,https://www.moosejaw.com/product/louis-garneau-men-s-providence-2-bib-tight_10402428,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.163572.156074.BE8E64811E10C72A.8DE542F7F363A6F9.4702136
85044,163572.156074.BE8E64811E10C72A.2F4894B2E43EE806.7672546,Filson Men's Scout Shirt - Medium - Grouse Blue / Black,,"The Filson Men's Scout Shirt is a cotton twill shirt for year round wear. The lightweight, 100%; cotton is soft and comfortable and ready for any cool, mild day. A button up in classic plaid in a variety of colors, wear it when you're working in the barn, out enjoying the land or fireside with your favorite people. Features of the Filson Men's Scout Shirt Pleated shoulders for freedom of movement Two chest pockets with button-flap closure Yarn-dyed fabric for color fastness Fabric Details: 100% Cotton",5683,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Kimonos > Casual Kimonos,https://s7ondemand1.scene7.com/is/image/MoosejawMB/10487590x1271024_zm?$product1000$,Clothing;Clothing/Shirts & Tops;Clothing/Shirts & Tops/Casual Tops;,125,,74.99,74.99,TRUE,,,Filson,20049628,703060779779,7672546,Grouse Blue/Black,male,Medium,New,https://www.moosejaw.com/product/filson-men-s-scout-shirt_10487590,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.163572.156074.BE8E64811E10C72A.2F4894B2E43EE806.7672546
88948,159802.156099.34B.DA121AC57922E557.2008255,Columbia Men's Steens Mountain Fleece Vest,,"Stay warm when the temperature drops with the Steens Mountain(TM) Fleece Vest. Designed with cozy fleece material and Columbia's Modern Classic Fit, this vest is an ideal combination of cool-weather style and optimal comfort.  100% polyester MTR filament fleece, 250g.  Full-zip front closure.  Sleeveless vest design.  Color block panels.  Zippered security pockets.  Modern Classic Fit.  Center back length: 27.5 in..  Imported.",166,Apparel & Accessories,https://res.cloudinary.com/eastern/image/upload/2008255_001_main.jpg,Clothing;Clothing/Vests;,50,,39.99,39.99,TRUE,,Columbia,Columbia,1639261,,2008255,,,S,,,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.159802.156099.34B.DA121AC57922E557.2008255
2137,168622.1.9610.B59ACD23C687283.OKT-0008-7,Outkast Tackle Juice Jig - 1/2oz - Natural Craw,"The Outkast Tackle Juice Jig is perfect for skipping, flipping, or casting into any cover. With the precise angled weed guard and unique head design, this jig is able to slide through various cover to get your bait to the bass. The head is made with a modified arkie design that's flat on the bottom allowing the jig to always stand on its back and skip with a simple flick of the wrist. Featuring a super sharp 4/0 VMC hook that sticks the bass correctly each time. A jig you can depend on to catch","The Outkast Tackle Juice Jig is perfect for skipping, flipping, or casting into any cover. With the precise angled weed guard and unique head design, this jig is able to slide through various cover to get your bait to the bass. The head is made with a modified arkie design that's flat on the bottom allowing the jig to always stand on its back and skip with a simple flick of the wrist. Featuring a super sharp 4/0 VMC hook that sticks the bass correctly each time. A jig you can depend on to catch more fish.",3603,Sporting Goods > Outdoor Recreation > Fishing > Fishing Tackle > Fishing Baits & Lures,https://i.tackledirect.com/images/imgfull/outkast-tackle-juice-jig-1-2oz-natural-craw.jpg,Fishing;Fishing/Lures & Baits;,5.29,USD,3.99,3.99,TRUE,,Outkast Tackle,Outkast Tackle,OJJ12UC,896118000854,OKT-0008-7,,,,,https://www.tackledirect.com/outkast-tackle-juice-jig.html?mainc=outkast-tackle-juice-jig-1-2oz&subc=OKT-0008-7,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.168622.1.9610.B59ACD23C687283.OKT-0008-7
69117,163572.156074.BE8E64811E10C72A.3D443006D405B37.6885986,Simms Men's ColdWeather LS Shirt - Medium - Dark Bronze Black Plaid,,"Features of the Simms Men's ColdWeather Long Sleeve Shirt Flannel, waffle fleece-lined shirt to keep you warm during winter fishing Two fly box compatible chest pockets with hook and loop closure Off-shoulder seams for comfort Slight drop tail Fabric Details Shell: 100% Polyester Flannel Lining: 100% Polyester Waffle Fleece",5683,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Kimonos > Casual Kimonos,https://s7ondemand1.scene7.com/is/image/MoosejawMB/10468225x1249516_zm?$product1000$,Clothing;Clothing/Shirts & Tops;Clothing/Shirts & Tops/Casual Tops;,129.95,,96.99,96.99,TRUE,,,Simms,10777-227-30,694264553954,6885986,Dark Bronze Black Plaid,male,Medium,New,https://www.moosejaw.com/product/simms-men-s-coldweather-ls-shirt_10468225,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.163572.156074.BE8E64811E10C72A.3D443006D405B37.6885986
